text	integer	float	float	boolean
SystematicName	ControlType	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
DarkCorner	1	0.1	1	0
NC1_00000197	-1	0.1	1	0
NC1_00000215	-1	0.1	1	0
NC2_00079215	-1	0.1	1	0
NC2_00092197	-1	0.1	1	0
NC2_00106057	-1	0.1	1	0
NC2_00122731	-1	0.1	1	0
NegativeControl	-1	0.1	1	0
SCorner3	1	356.274	35.8191	1
bkv-miR-B1-3p	0	0.1	1	0
bkv-miR-B1-5p	0	0.1	1	0
dmr_285	1	2212.22	158.458	1
dmr_3	1	1511.29	108.165	1
dmr_308	1	0.1	1	0
dmr_316	1	0.1	1	0
dmr_31a	1	763.792	55.1069	1
dmr_6	1	1468.69	104.576	1
ebv-miR-BART1-3p	0	0.1	1	0
ebv-miR-BART1-5p	0	0.1	1	0
ebv-miR-BART10	0	0.1	1	0
ebv-miR-BART10*	0	0.1	1	0
ebv-miR-BART11-3p	0	0.1	1	0
ebv-miR-BART11-5p	0	0.1	1	0
ebv-miR-BART12	0	70.8392	4.66713	1
ebv-miR-BART13	0	172.761	15.476	1
ebv-miR-BART13*	0	0.1	1	0
ebv-miR-BART14	0	0.1	1	0
ebv-miR-BART14*	0	0.1	1	0
ebv-miR-BART15	0	0.1	1	0
ebv-miR-BART16	0	9.272	2.10548	1
ebv-miR-BART17-3p	0	0.1	1	0
ebv-miR-BART17-5p	0	0.1	1	0
ebv-miR-BART18-3p	0	0.1	1	0
ebv-miR-BART18-5p	0	0.1	1	0
ebv-miR-BART19-3p	0	186.119	10.2427	1
ebv-miR-BART19-5p	0	0.1	1	0
ebv-miR-BART2-3p	0	0.1	1	0
ebv-miR-BART2-5p	0	0.1	1	0
ebv-miR-BART20-3p	0	0.1	1	0
ebv-miR-BART20-5p	0	0.1	1	0
ebv-miR-BART3	0	0.1	1	0
ebv-miR-BART3*	0	0.1	1	0
ebv-miR-BART4	0	0.1	1	0
ebv-miR-BART5	0	0.1	1	0
ebv-miR-BART6-3p	0	0.1	1	0
ebv-miR-BART6-5p	0	0.1	1	0
ebv-miR-BART7	0	0.1	1	0
ebv-miR-BART7*	0	0.1	1	0
ebv-miR-BART8	0	0.1	1	0
ebv-miR-BART8*	0	0.1	1	0
ebv-miR-BART9	0	0.1	1	0
ebv-miR-BART9*	0	0.1	1	0
ebv-miR-BHRF1-1	0	0.1	1	0
ebv-miR-BHRF1-2	0	0.1	1	0
ebv-miR-BHRF1-2*	0	0.1	1	0
ebv-miR-BHRF1-3	0	0.1	1	0
hcmv-miR-UL112	0	0.1	1	0
hcmv-miR-UL148D	0	0.1	1	0
hcmv-miR-UL22A	0	0.1	1	0
hcmv-miR-UL22A*	0	0.1	1	0
hcmv-miR-UL36	0	0.1	1	0
hcmv-miR-UL36*	0	0.1	1	0
hcmv-miR-UL70-3p	0	0.1	1	0
hcmv-miR-UL70-5p	0	0.1	1	0
hcmv-miR-US25-1	0	0.1	1	0
hcmv-miR-US25-1*	0	0.1	1	0
hcmv-miR-US25-2-3p	0	0.1	1	0
hcmv-miR-US25-2-5p	0	0.1	1	0
hcmv-miR-US33-3p	0	0.1	1	0
hcmv-miR-US33-5p	0	0.1	1	0
hcmv-miR-US4	0	0.1	1	0
hcmv-miR-US5-1	0	0.1	1	0
hcmv-miR-US5-2	0	0.1	1	0
hiv1-miR-H1	0	9.22257	2.98445	1
hiv1-miR-N367	0	0.1	1	0
hiv1-miR-TAR-3p	0	0.1	1	0
hiv1-miR-TAR-5p	0	0.1	1	0
hsa-let-7a-3p	0	5.40587	1.514	1
hsa-let-7a-5p	0	5120.36	368.242	1
hsa-let-7b-3p	0	16.2758	2.62218	1
hsa-let-7b-5p	0	1471.08	104.905	1
hsa-let-7c	0	679.05	56.372	1
hsa-let-7c*_v16.0	0	0.1	1	0
hsa-let-7d-3p	0	0.1	1	0
hsa-let-7d-5p	0	973.823	73.6273	1
hsa-let-7e*_v17.0	0	0.1	1	0
hsa-let-7e-5p	0	43.5303	5.13611	1
hsa-let-7f-1-3p	0	16.3318	2.64282	1
hsa-let-7f-2-3p	0	0.1	1	0
hsa-let-7f-5p	0	7533.14	549.843	1
hsa-let-7g-3p	0	0.1	1	0
hsa-let-7g-5p	0	9957.23	712.347	1
