text	integer	float	float	boolean
SystematicName	ControlType	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
DarkCorner	1	0.1	1	0
NC1_00000197	-1	0.1	1	0
NC1_00000215	-1	0.1	1	0
NC2_00079215	-1	0.1	1	0
NC2_00092197	-1	0.1	1	0
NC2_00106057	-1	0.1	1	0
NC2_00122731	-1	0.1	1	0
NegativeControl	-1	0.1	1	0
SCorner3	1	502.906	50.4654	1
bkv-miR-B1-3p	0	0.1	1	0
bkv-miR-B1-5p	0	0.1	1	0
dmr_285	1	2744.46	204.189	1
dmr_3	1	1918.17	138.881	1
dmr_308	1	0.1	1	0
dmr_316	1	0.1	1	0
dmr_31a	1	1109.72	79.6797	1
dmr_6	1	1724.44	123.778	1
ebv-miR-BART1-3p	0	0.1	1	0
ebv-miR-BART1-5p	0	0.1	1	0
ebv-miR-BART10	0	0.1	1	0
ebv-miR-BART10*	0	0.1	1	0
ebv-miR-BART11-3p	0	0.1	1	0
ebv-miR-BART11-5p	0	0.1	1	0
ebv-miR-BART12	0	65.3095	4.03155	1
ebv-miR-BART13	0	27.0875	3.46346	1
ebv-miR-BART13*	0	0.1	1	0
ebv-miR-BART14	0	0.1	1	0
ebv-miR-BART14*	0	0.1	1	0
ebv-miR-BART15	0	0.1	1	0
ebv-miR-BART16	0	0.1	1	0
ebv-miR-BART17-3p	0	0.1	1	0
ebv-miR-BART17-5p	0	0.1	1	0
ebv-miR-BART18-3p	0	0.1	1	0
ebv-miR-BART18-5p	0	0.1	1	0
ebv-miR-BART19-3p	0	0.1	1	0
ebv-miR-BART19-5p	0	0.1	1	0
ebv-miR-BART2-3p	0	0.1	1	0
ebv-miR-BART2-5p	0	0.1	1	0
ebv-miR-BART20-3p	0	0.1	1	0
ebv-miR-BART20-5p	0	0.1	1	0
ebv-miR-BART3	0	0.1	1	0
ebv-miR-BART3*	0	0.1	1	0
ebv-miR-BART4	0	0.1	1	0
ebv-miR-BART5	0	0.1	1	0
ebv-miR-BART6-3p	0	0.1	1	0
ebv-miR-BART6-5p	0	0.1	1	0
ebv-miR-BART7	0	0.1	1	0
ebv-miR-BART7*	0	0.1	1	0
ebv-miR-BART8	0	0.1	1	0
ebv-miR-BART8*	0	0.1	1	0
ebv-miR-BART9	0	0.1	1	0
ebv-miR-BART9*	0	0.1	1	0
ebv-miR-BHRF1-1	0	0.1	1	0
ebv-miR-BHRF1-2	0	0.1	1	0
ebv-miR-BHRF1-2*	0	0.1	1	0
ebv-miR-BHRF1-3	0	0.1	1	0
hcmv-miR-UL112	0	0.1	1	0
hcmv-miR-UL148D	0	0.1	1	0
hcmv-miR-UL22A	0	0.1	1	0
hcmv-miR-UL22A*	0	0.1	1	0
hcmv-miR-UL36	0	0.1	1	0
hcmv-miR-UL36*	0	0.1	1	0
hcmv-miR-UL70-3p	0	0.1	1	0
hcmv-miR-UL70-5p	0	0.1	1	0
hcmv-miR-US25-1	0	0.1	1	0
hcmv-miR-US25-1*	0	0.1	1	0
hcmv-miR-US25-2-3p	0	0.1	1	0
hcmv-miR-US25-2-5p	0	0.1	1	0
hcmv-miR-US33-3p	0	0.1	1	0
hcmv-miR-US33-5p	0	0.1	1	0
hcmv-miR-US4	0	0.1	1	0
hcmv-miR-US5-1	0	0.1	1	0
hcmv-miR-US5-2	0	0.1	1	0
hiv1-miR-H1	0	0.1	1	0
hiv1-miR-N367	0	0.1	1	0
hiv1-miR-TAR-3p	0	0.1	1	0
hiv1-miR-TAR-5p	0	0.1	1	0
hsa-let-7a-3p	0	0.1	1	0
hsa-let-7a-5p	0	2135.11	156.613	1
hsa-let-7b-3p	0	14.7555	2.28108	1
hsa-let-7b-5p	0	66.7783	5.74006	1
hsa-let-7c	0	56.1943	5.49476	1
hsa-let-7c*_v16.0	0	0.1	1	0
hsa-let-7d-3p	0	0.1	1	0
hsa-let-7d-5p	0	486.96	36.2677	1
hsa-let-7e*_v17.0	0	0.1	1	0
hsa-let-7e-5p	0	45.7869	4.49841	1
hsa-let-7f-1-3p	0	17.4131	2.32666	1
hsa-let-7f-2-3p	0	0.1	1	0
hsa-let-7f-5p	0	3130.75	240.704	1
hsa-let-7g-3p	0	0.1	1	0
hsa-let-7g-5p	0	5947.91	433.733	1
hsa-let-7i-3p	0	0.1	1	0
