text	integer	float	float	boolean
SystematicName	ControlType	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
DarkCorner	1	0.1	1	0
NC1_00000197	-1	0.1	1	0
NC1_00000215	-1	0.1	1	0
NC2_00079215	-1	0.1	1	0
NC2_00092197	-1	0.1	1	0
NC2_00106057	-1	0.1	1	0
NC2_00122731	-1	0.1	1	0
NegativeControl	-1	0.1	1	0
SCorner3	1	485.082	48.9912	1
bkv-miR-B1-3p	0	0.1	1	0
bkv-miR-B1-5p	0	44.6749	5.10036	1
dmr_285	1	4008.62	288.634	1
dmr_3	1	2003.35	143.629	1
dmr_308	1	0.1	1	0
dmr_316	1	0.1	1	0
dmr_31a	1	1350.48	97.1655	1
dmr_6	1	1959.1	140.164	1
ebv-miR-BART1-3p	0	0.1	1	0
ebv-miR-BART1-5p	0	0.1	1	0
ebv-miR-BART10	0	0.1	1	0
ebv-miR-BART10*	0	0.1	1	0
ebv-miR-BART11-3p	0	0.1	1	0
ebv-miR-BART11-5p	0	0.1	1	0
ebv-miR-BART12	0	40.469	3.50393	1
ebv-miR-BART13	0	629.785	45.5309	1
ebv-miR-BART13*	0	0.1	1	0
ebv-miR-BART14	0	0.1	1	0
ebv-miR-BART14*	0	0.1	1	0
ebv-miR-BART15	0	0.1	1	0
ebv-miR-BART16	0	16.3666	2.30933	1
ebv-miR-BART17-3p	0	0.1	1	0
ebv-miR-BART17-5p	0	0.1	1	0
ebv-miR-BART18-3p	0	0.1	1	0
ebv-miR-BART18-5p	0	0.1	1	0
ebv-miR-BART19-3p	0	48.477	3.76111	1
ebv-miR-BART19-5p	0	0.1	1	0
ebv-miR-BART2-3p	0	0.1	1	0
ebv-miR-BART2-5p	0	0.1	1	0
ebv-miR-BART20-3p	0	0.1	1	0
ebv-miR-BART20-5p	0	0.1	1	0
ebv-miR-BART3	0	0.1	1	0
ebv-miR-BART3*	0	18.5538	2.65455	1
ebv-miR-BART4	0	0.1	1	0
ebv-miR-BART5	0	0.1	1	0
ebv-miR-BART6-3p	0	0.1	1	0
ebv-miR-BART6-5p	0	0.1	1	0
ebv-miR-BART7	0	0.1	1	0
ebv-miR-BART7*	0	0.1	1	0
ebv-miR-BART8	0	0.1	1	0
ebv-miR-BART8*	0	0.1	1	0
ebv-miR-BART9	0	0.1	1	0
ebv-miR-BART9*	0	0.1	1	0
ebv-miR-BHRF1-1	0	0.1	1	0
ebv-miR-BHRF1-2	0	0.1	1	0
ebv-miR-BHRF1-2*	0	0.1	1	0
ebv-miR-BHRF1-3	0	0.1	1	0
hcmv-miR-UL112	0	0.1	1	0
hcmv-miR-UL148D	0	0.1	1	0
hcmv-miR-UL22A	0	0.1	1	0
hcmv-miR-UL22A*	0	0.1	1	0
hcmv-miR-UL36	0	0.1	1	0
hcmv-miR-UL36*	0	0.1	1	0
hcmv-miR-UL70-3p	0	405.124	29.1124	1
hcmv-miR-UL70-5p	0	0.1	1	0
hcmv-miR-US25-1	0	0.1	1	0
hcmv-miR-US25-1*	0	0.1	1	0
hcmv-miR-US25-2-3p	0	0.1	1	0
hcmv-miR-US25-2-5p	0	0.1	1	0
hcmv-miR-US33-3p	0	0.1	1	0
hcmv-miR-US33-5p	0	4.59451	1.47383	1
hcmv-miR-US4	0	46.0595	3.64681	1
hcmv-miR-US5-1	0	0.1	1	0
hcmv-miR-US5-2	0	0.1	1	0
hiv1-miR-H1	0	50.2728	5.34881	1
hiv1-miR-N367	0	0.1	1	0
hiv1-miR-TAR-3p	0	0.1	1	0
hiv1-miR-TAR-5p	0	0.1	1	0
hsa-let-7a-3p	0	0.1	1	0
hsa-let-7a-5p	0	1366.44	100.095	1
hsa-let-7b-3p	0	8.92761	2.07891	1
hsa-let-7b-5p	0	35.6871	4.72547	1
hsa-let-7c	0	30.5722	4.17243	1
hsa-let-7c*_v16.0	0	0.1	1	0
hsa-let-7d-3p	0	6.77426	1.55812	1
hsa-let-7d-5p	0	678.832	49.3017	1
hsa-let-7e*_v17.0	0	0.1	1	0
hsa-let-7e-5p	0	117.767	9.31711	1
hsa-let-7f-1-3p	0	5.03626	1.49232	1
hsa-let-7f-2-3p	0	0.1	1	0
hsa-let-7f-5p	0	2590.59	192.667	1
hsa-let-7g-3p	0	0.1	1	0
