text	integer	float	float	boolean
SystematicName	ControlType	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
DarkCorner	1	0.1	1	0
NC1_00000197	-1	0.1	1	0
NC1_00000215	-1	0.1	1	0
NC2_00079215	-1	0.1	1	0
NC2_00092197	-1	0.1	1	0
NC2_00106057	-1	0.1	1	0
NC2_00122731	-1	0.1	1	0
NegativeControl	-1	0.1	1	0
SCorner3	1	428.63	42.9753	1
bkv-miR-B1-3p	0	0.1	1	0
bkv-miR-B1-5p	0	0.1	1	0
dmr_285	1	2087	153.95	1
dmr_3	1	1665.48	120.037	1
dmr_308	1	0.1	1	0
dmr_316	1	0.1	1	0
dmr_31a	1	902.209	64.8456	1
dmr_6	1	1520.04	109.586	1
ebv-miR-BART1-3p	0	0.1	1	0
ebv-miR-BART1-5p	0	0.1	1	0
ebv-miR-BART10	0	0.1	1	0
ebv-miR-BART10*	0	0.1	1	0
ebv-miR-BART11-3p	0	0.1	1	0
ebv-miR-BART11-5p	0	0.1	1	0
ebv-miR-BART12	0	41.0281	3.82084	1
ebv-miR-BART13	0	109.008	9.57488	1
ebv-miR-BART13*	0	0.1	1	0
ebv-miR-BART14	0	0.1	1	0
ebv-miR-BART14*	0	0.1	1	0
ebv-miR-BART15	0	0.1	1	0
ebv-miR-BART16	0	0.1	1	0
ebv-miR-BART17-3p	0	0.1	1	0
ebv-miR-BART17-5p	0	0.1	1	0
ebv-miR-BART18-3p	0	0.1	1	0
ebv-miR-BART18-5p	0	0.1	1	0
ebv-miR-BART19-3p	0	0.1	1	0
ebv-miR-BART19-5p	0	0.1	1	0
ebv-miR-BART2-3p	0	0.1	1	0
ebv-miR-BART2-5p	0	0.1	1	0
ebv-miR-BART20-3p	0	0.1	1	0
ebv-miR-BART20-5p	0	0.1	1	0
ebv-miR-BART3	0	0.1	1	0
ebv-miR-BART3*	0	0.1	1	0
ebv-miR-BART4	0	0.1	1	0
ebv-miR-BART5	0	0.1	1	0
ebv-miR-BART6-3p	0	0.1	1	0
ebv-miR-BART6-5p	0	0.1	1	0
ebv-miR-BART7	0	0.1	1	0
ebv-miR-BART7*	0	0.1	1	0
ebv-miR-BART8	0	0.1	1	0
ebv-miR-BART8*	0	0.1	1	0
ebv-miR-BART9	0	0.1	1	0
ebv-miR-BART9*	0	0.1	1	0
ebv-miR-BHRF1-1	0	0.1	1	0
ebv-miR-BHRF1-2	0	0.1	1	0
ebv-miR-BHRF1-2*	0	0.1	1	0
ebv-miR-BHRF1-3	0	0.1	1	0
hcmv-miR-UL112	0	0.1	1	0
hcmv-miR-UL148D	0	0.1	1	0
hcmv-miR-UL22A	0	0.1	1	0
hcmv-miR-UL22A*	0	0.1	1	0
hcmv-miR-UL36	0	0.1	1	0
hcmv-miR-UL36*	0	0.1	1	0
hcmv-miR-UL70-3p	0	17.1276	3.59019	1
hcmv-miR-UL70-5p	0	0.1	1	0
hcmv-miR-US25-1	0	0.1	1	0
hcmv-miR-US25-1*	0	0.1	1	0
hcmv-miR-US25-2-3p	0	0.1	1	0
hcmv-miR-US25-2-5p	0	0.1	1	0
hcmv-miR-US33-3p	0	0.1	1	0
hcmv-miR-US33-5p	0	0.1	1	0
hcmv-miR-US4	0	0.1	1	0
hcmv-miR-US5-1	0	0.1	1	0
hcmv-miR-US5-2	0	0.1	1	0
hiv1-miR-H1	0	0.1	1	0
hiv1-miR-N367	0	0.1	1	0
hiv1-miR-TAR-3p	0	0.1	1	0
hiv1-miR-TAR-5p	0	0.1	1	0
hsa-let-7a-3p	0	0.1	1	0
hsa-let-7a-5p	0	840.682	60.9475	1
hsa-let-7b-3p	0	22.3045	3.31046	1
hsa-let-7b-5p	0	34.1834	5.05188	1
hsa-let-7c	0	14.1673	3.42209	1
hsa-let-7c*_v16.0	0	0.1	1	0
hsa-let-7d-3p	0	0.1	1	0
hsa-let-7d-5p	0	329.383	24.1926	1
hsa-let-7e*_v17.0	0	0.1	1	0
hsa-let-7e-5p	0	69.8982	6.66412	1
hsa-let-7f-1-3p	0	5.25557	1.64569	1
hsa-let-7f-2-3p	0	0.1	1	0
hsa-let-7f-5p	0	1552.67	115.54	1
hsa-let-7g-3p	0	0.1	1	0
hsa-let-7g-5p	0	1561.88	113.333	1
hsa-let-7i-3p	0	0.1	1	0
