text	integer	float	float	boolean
SystematicName	ControlType	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
DarkCorner	1	0.1	1	0
NC1_00000197	-1	0.1	1	0
NC1_00000215	-1	0.1	1	0
NC2_00079215	-1	0.1	1	0
NC2_00092197	-1	0.1	1	0
NC2_00106057	-1	0.1	1	0
NC2_00122731	-1	0.1	1	0
NegativeControl	-1	0.1	1	0
SCorner3	1	373.87	37.5764	1
bkv-miR-B1-3p	0	0.1	1	0
bkv-miR-B1-5p	0	27.0511	4.40651	1
dmr_285	1	2096.47	150.104	1
dmr_3	1	1552.45	111.25	1
dmr_308	1	0.1	1	0
dmr_316	1	0.1	1	0
dmr_31a	1	703.28	50.8249	1
dmr_6	1	1527.94	108.79	1
ebv-miR-BART1-3p	0	0.1	1	0
ebv-miR-BART1-5p	0	0.1	1	0
ebv-miR-BART10	0	0.1	1	0
ebv-miR-BART10*	0	0.1	1	0
ebv-miR-BART11-3p	0	0.1	1	0
ebv-miR-BART11-5p	0	0.1	1	0
ebv-miR-BART12	0	153.241	8.39096	1
ebv-miR-BART13	0	266.799	19.4929	1
ebv-miR-BART13*	0	0.1	1	0
ebv-miR-BART14	0	0.1	1	0
ebv-miR-BART14*	0	0.1	1	0
ebv-miR-BART15	0	0.1	1	0
ebv-miR-BART16	0	17.0793	2.31512	1
ebv-miR-BART17-3p	0	0.1	1	0
ebv-miR-BART17-5p	0	0.1	1	0
ebv-miR-BART18-3p	0	0.1	1	0
ebv-miR-BART18-5p	0	0.1	1	0
ebv-miR-BART19-3p	0	71.2816	4.79739	1
ebv-miR-BART19-5p	0	0.1	1	0
ebv-miR-BART2-3p	0	0.1	1	0
ebv-miR-BART2-5p	0	0.1	1	0
ebv-miR-BART20-3p	0	0.1	1	0
ebv-miR-BART20-5p	0	0.1	1	0
ebv-miR-BART3	0	0.1	1	0
ebv-miR-BART3*	0	0.1	1	0
ebv-miR-BART4	0	0.1	1	0
ebv-miR-BART5	0	0.1	1	0
ebv-miR-BART6-3p	0	0.1	1	0
ebv-miR-BART6-5p	0	0.1	1	0
ebv-miR-BART7	0	16.1758	2.59274	1
ebv-miR-BART7*	0	0.1	1	0
ebv-miR-BART8	0	0.1	1	0
ebv-miR-BART8*	0	0.1	1	0
ebv-miR-BART9	0	0.1	1	0
ebv-miR-BART9*	0	0.1	1	0
ebv-miR-BHRF1-1	0	13.8717	2.22423	1
ebv-miR-BHRF1-2	0	0.1	1	0
ebv-miR-BHRF1-2*	0	0.1	1	0
ebv-miR-BHRF1-3	0	0.1	1	0
hcmv-miR-UL112	0	5.59471	1.50256	1
hcmv-miR-UL148D	0	0.1	1	0
hcmv-miR-UL22A	0	0.1	1	0
hcmv-miR-UL22A*	0	0.1	1	0
hcmv-miR-UL36	0	7.72733	1.59559	1
hcmv-miR-UL36*	0	0.1	1	0
hcmv-miR-UL70-3p	0	205.947	15.2984	1
hcmv-miR-UL70-5p	0	0.1	1	0
hcmv-miR-US25-1	0	15.5359	2.58779	1
hcmv-miR-US25-1*	0	0.1	1	0
hcmv-miR-US25-2-3p	0	0.1	1	0
hcmv-miR-US25-2-5p	0	0.1	1	0
hcmv-miR-US33-3p	0	0.1	1	0
hcmv-miR-US33-5p	0	0.1	1	0
hcmv-miR-US4	0	101.675	5.82532	1
hcmv-miR-US5-1	0	0.1	1	0
hcmv-miR-US5-2	0	0.1	1	0
hiv1-miR-H1	0	347.647	25.3359	1
hiv1-miR-N367	0	0.1	1	0
hiv1-miR-TAR-3p	0	0.1	1	0
hiv1-miR-TAR-5p	0	0.1	1	0
hsa-let-7a-3p	0	0.1	1	0
hsa-let-7a-5p	0	3895.57	279.528	1
hsa-let-7b-3p	0	9.67784	2.09112	1
hsa-let-7b-5p	0	854.734	60.862	1
hsa-let-7c	0	366.569	30.8267	1
hsa-let-7c*_v16.0	0	0.1	1	0
hsa-let-7d-3p	0	0.1	1	0
hsa-let-7d-5p	0	697.291	52.508	1
hsa-let-7e*_v17.0	0	0.1	1	0
hsa-let-7e-5p	0	28.2818	4.48269	1
hsa-let-7f-1-3p	0	14.6063	2.57435	1
hsa-let-7f-2-3p	0	0.1	1	0
hsa-let-7f-5p	0	5905.9	430.772	1
hsa-let-7g-3p	0	0.1	1	0
